"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","extract_protocol_ch1.2","taxid_ch1","description","data_processing","data_processing.1","data_processing.2","data_processing.3","data_processing.4","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","age:ch1","c1 chip id:ch1","cell type:ch1","experiment_sample_name:ch1","tissue:ch1"
"GSM1658002","healthy cortex cell 132","GSM1658002","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 22 years","c1 chip id: nochipID15","experiment_sample_name: AB_S3","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL15520","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina MiSeq","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486213","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995992","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658002/suppl/GSM1658002_nochipID15.C20.csv.gz","postnatal 22 years","nochipID15","neurons","AB_S3","cortex"
"GSM1658003","healthy cortex cell 133","GSM1658003","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: fetal_quiescent","age: postnatal 22 years","c1 chip id: nochipID15","experiment_sample_name: AB_S3","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL15520","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina MiSeq","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486214","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995993","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658003/suppl/GSM1658003_nochipID15.C54.csv.gz","postnatal 22 years","nochipID15","fetal_quiescent","AB_S3","cortex"
"GSM1658004","healthy cortex cell 134","GSM1658004","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: endothelial","age: postnatal 22 years","c1 chip id: nochipID15","experiment_sample_name: AB_S3","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL15520","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina MiSeq","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486215","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995994","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658004/suppl/GSM1658004_nochipID15.C69.csv.gz","postnatal 22 years","nochipID15","endothelial","AB_S3","cortex"
"GSM1658005","healthy cortex cell 135","GSM1658005","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: neurons","age: postnatal 22 years","c1 chip id: nochipID15","experiment_sample_name: AB_S3","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL15520","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina MiSeq","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486216","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX995995","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658005/suppl/GSM1658005_nochipID15.C86.csv.gz","postnatal 22 years","nochipID15","neurons","AB_S3","cortex"
"GSM1658184","healthy cortex cell 314","GSM1658184","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: astrocytes","age: postnatal 47 years","c1 chip id: nochipID9","experiment_sample_name: AB_S1","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL15520","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina MiSeq","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486035","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996174","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658184/suppl/GSM1658184_nochipID9.C01.csv.gz","postnatal 47 years","nochipID9","astrocytes","AB_S1","cortex"
"GSM1658185","healthy cortex cell 315","GSM1658185","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: astrocytes","age: postnatal 47 years","c1 chip id: nochipID9","experiment_sample_name: AB_S1","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL15520","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina MiSeq","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486036","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996175","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658185/suppl/GSM1658185_nochipID9.C02.csv.gz","postnatal 47 years","nochipID9","astrocytes","AB_S1","cortex"
"GSM1658186","healthy cortex cell 316","GSM1658186","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: astrocytes","age: postnatal 47 years","c1 chip id: nochipID9","experiment_sample_name: AB_S1","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL15520","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina MiSeq","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486037","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996176","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658186/suppl/GSM1658186_nochipID9.C04.csv.gz","postnatal 47 years","nochipID9","astrocytes","AB_S1","cortex"
"GSM1658187","healthy cortex cell 317","GSM1658187","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: astrocytes","age: postnatal 47 years","c1 chip id: nochipID9","experiment_sample_name: AB_S1","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL15520","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina MiSeq","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486038","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996177","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658187/suppl/GSM1658187_nochipID9.C09.csv.gz","postnatal 47 years","nochipID9","astrocytes","AB_S1","cortex"
"GSM1658188","healthy cortex cell 318","GSM1658188","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: microglia","age: postnatal 47 years","c1 chip id: nochipID9","experiment_sample_name: AB_S1","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL15520","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina MiSeq","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486039","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996178","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658188/suppl/GSM1658188_nochipID9.C14.csv.gz","postnatal 47 years","nochipID9","microglia","AB_S1","cortex"
"GSM1658189","healthy cortex cell 319","GSM1658189","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: microglia","age: postnatal 47 years","c1 chip id: nochipID9","experiment_sample_name: AB_S1","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL15520","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina MiSeq","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486040","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996179","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658189/suppl/GSM1658189_nochipID9.C18.csv.gz","postnatal 47 years","nochipID9","microglia","AB_S1","cortex"
"GSM1658190","healthy cortex cell 320","GSM1658190","Public on May 20 2015","Apr 15 2015","May 15 2019","SRA","1","Brain","Homo sapiens","tissue: cortex","cell type: astrocytes","age: postnatal 47 years","c1 chip id: nochipID9","experiment_sample_name: AB_S1","total RNA","C1 autoprep standard protocol","C1 autoprep standard protocol, followed by clontech single cell RNA-seq for Fluidigm C1 protocol","Nextera tagmentation according to Fluidigms standard protocol for single cell RNA-seq on the C1 autoprep system.","9606","Single cell from healthy human cortex","Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).","Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).","Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample","GPL15520","Martin,,Enge","martin.enge@ki.se","Dep of Oncology-Pathology","Karolinska Institute","CCK, Z4","Stockholm","S-171 76","Sweden","0","Illumina MiSeq","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03486041","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX996180","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1658nnn/GSM1658190/suppl/GSM1658190_nochipID9.C26.csv.gz","postnatal 47 years","nochipID9","astrocytes","AB_S1","cortex"
